FacilityId,County,FacilityName,ReportedDate,ReportingYear,TotalServiceConnections,WholesaleConnections,RetailConnections,ServicesLead,ServicesUnknownMaterial,ServicesCopperLeadSolder,ServicesGalvanized,ServicesUnknownNotLead,ServicesCopperNonLeadSolder,ServicesCastDuctileIronTransite,ServicesPlastic,NAME,OBJECTID_1,NAME_1,CLASS_1,POP2012_1,FAC_TYPE,FAC_X,FAC_Y,SOURCE,SOURCE_2,SW_TYPE,SW_ORIGIN,GW_TYPE,GW_ORIGIN,BUYS_FROM,SELLER_FAC,SELLER_X,SELLER_Y,REPORTED_P,SS_2012_GA,P_2012_GAL,TOTAL_2012,SS_2012_MG,P_2012_MGD,Shape_Leng,Shape_Area
IL1970900,Will,Romeoville (PWS),4/29/19 14:17,2018,16968,0,16968,0,0,0,0,0,16852,0,116,Romeoville,795,Romeoville,village,39729,municipality,3372465.901,3124837.742,groundwater,groundwater,,,mixed shallow bedrock and c-o sandstone,,,,,,YES,1725983500,0,1725983500,4.725485284,0,307070.5141,518208364.8
IL0610350,Greene,Roodhouse (PWS),5/21/19 11:28,2018,936,3,933,3,154,0,32,0,576,0,171,Roodhouse,1091,Roodhouse,city,1765,municipality,2754662.854,2352793.35,groundwater,groundwater,,,sand and gravel,,,,,,NO,,,,,,26056.85107,31077317.19
IL0434820,DuPage,Roselle (PWS),1/9/19 11:34,2018,8380,0,8380,238,0,8091,0,0,51,0,0,Roselle,650,Roselle,village,22908,municipality,3377408.488,3257941.181,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,DuPage Water Commission,IL0435400,3400000,3215000,YES,0,650655000,650655000,0,1.781396304,179851.7779,151615130
IL0312760,Cook,Rosemont (PWS),4/16/19 13:43,2018,751,0,751,1,0,505,0,0,0,245,0,Rosemont,761,Rosemont,village,4195,municipality,3441849.282,3262506.35,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Chicago-North,IL0316000,3493000,3230000,YES,0,614270000,614270000,0,1.681779603,48088.66326,49549602.07
IL1870200,Warren,Roseville (PWS),3/14/19 7:19,2018,531,0,531,0,0,0,0,0,475,0,56,Roseville,321,Roseville,village,1008,municipality,2679083.962,2805432.823,groundwater,groundwater,,,sand and gravel,,Dallas Rural Water District,IL0710010,2557578.889,2782733.124,YES,0,38486840,38486840,0,0.105371225,22362.30302,22420671.73
IL0690150,Hardin,Rosiclare (PWS),4/3/19 11:07,2018,650,0,650,0,0,0,0,0,100,0,550,Rosiclare,134,Rosiclare,city,1156,municipality,3332257.744,1605882.704,groundwater,groundwater,,,shallow bedrock,,,,,,YES,51400000,0,51400000,0.14072553,0,44282.87383,55776730.91
IL1830800,Vermilion,Rossville (PWS),3/18/19 12:03,2018,648,0,648,0,0,0,293,0,192,0,163,Rossville,1016,Rossville,village,1344,municipality,3507186.623,2681889.678,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,NO,,,,,,56191.98396,38554080.95
IL0971500,Lake,Round Lake (PWS),4/3/19 9:50,2018,6403,0,6403,0,6403,0,0,0,0,0,0,Round Lake,182,Round Lake,village,18717,municipality,3375232.183,3391862.336,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Central Lake Co Joint Act Water Agency,IL0971070,3408000,3382000,YES,72000,402442600,402514600,0.000197125,1.101827789,177692.3827,155786345.7
IL0971550,Lake,Round Lake Beach (PWS),6/5/19 10:35,2018,8336,1,8335,0,833,4363,4,0,3136,0,0,Round Lake Beach,181,Round Lake Beach,village,28453,municipality,3381944.925,3404260.873,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Central Lake Co Joint Act Water Agency,IL0971070,3408000,3382000,YES,986300,732604245,733590545,0.002700342,2.005761109,83452.49382,144338879
IL0970260,Lake,Round Lake Heights (PWS),4/8/19 18:18,2018,772,0,772,30,40,15,5,0,682,0,0,Round Lake Heights,180,Round Lake Heights,village,2645,municipality,3375825.172,3406522.264,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Round Lake Beach,IL0971550,3381944.925,3404260.873,YES,2604000,57196323,59800323,0.007129363,0.156594998,22842.72482,16664072.46
IL0971600,Lake,Round Lake Park (PWS),4/11/19 13:41,2018,1384,0,1384,0,0,214,463,0,707,0,0,Round Lake Park,179,Round Lake Park,village,7581,municipality,3382696.394,3379028.727,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Central Lake Co Joint Act Water Agency,IL0971070,3408000,3382000,YES,0,1221420000,1221420000,0,3.344065708,82836.33886,63006498.74
IL1190900,Madison,Roxana (PWS),3/26/19 10:08,2018,768,11,757,0,0,0,387,314,4,0,63,Roxana,1204,Roxana,village,1540,municipality,2839571.245,2120525.699,groundwater,groundwater,,,sand and gravel,American Bottoms,,,,,YES,350700000,0,350700000,0.960164271,0,159021.9304,203007958.7
IL0190700,Champaign,Royal (PWS),3/29/19 23:38,2018,150,0,150,0,0,0,7,76,20,0,47,Royal,1013,Royal,village,281,municipality,3425368.47,2611707.106,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,NO,,,,,,20305.97891,4492473.242
IL1170830,Macoupin,Royal Lakes (PWS),4/11/19 16:33,2018,150,0,150,0,0,0,0,0,0,0,150,Royal Lakes,1106,Royal Lakes,village,194,municipality,2870020.278,2217056.074,surface water,surface water,river,Mississippi River,,,Jersey Rural Water Co,IL0835300,2771136.981,2219349.003,NO,,,,,,16047.49266,14123102.34
IL0555030,Franklin,Royalton (PWS),5/6/19 13:00,2018,560,558,2,0,560,0,0,0,0,0,0,Royalton,95,Royalton,village,1227,municipality,3110788.219,1769867.499,surface water,surface water,reservoir,Rend Lake,,,Rend Lake Inter-City Water System,IL0555100,3156727.94,1832380.974,NO,,,,,,24025.73103,30989126.85
IL1570550,Randolph,Ruma (PWS),5/30/19 10:54,2018,140,0,140,0,0,0,0,0,140,0,0,Ruma,20,Ruma,village,325,municipality,2857950.516,1861988.425,groundwater,groundwater,,,shallow bedrock,,,,,,NO,,,,,,33537.10602,20406054.45
IL1690200,Schuyler,Rushville (PWS),4/3/19 10:13,2018,1725,3,1722,0,1308,0,0,0,400,0,17,Rushville,301,Rushville,city,3189,municipality,2703723.611,2584226.103,groundwater,groundwater,,,sand and gravel,,,,,,YES,169267500,0,169267500,0.463429158,0,56539.76272,45580458.6
IL0991000,LaSalle,Rutland (PWS),3/18/19 11:26,2018,148,0,148,0,39,17,49,0,0,0,43,Rutland,938,Rutland,village,317,municipality,3126038.687,2895428.031,groundwater,groundwater,,,sand and gravel,,,,,,YES,13446900,0,13446900,0.036815606,0,25224.21704,19157945.55
IL1210450,Marion,Salem (PWS),3/28/19 9:30,2018,3593,3,3590,0,0,0,2,3237,222,0,132,Salem,1256,Salem,city,7429,municipality,3154015.536,2041809.036,surface water,surface water,reservoir,Salem Reservoir; Carlyle Lake,,,,,,,YES,367346000,0,367346000,1.005738535,0,207971.8467,195743437.1
IL1254840,Mason,San Jose (PWS),3/19/19 18:01,2018,274,0,274,0,0,0,0,96,145,0,33,San Jose,377,San Jose,village,646,municipality,2971156.294,2649438.437,groundwater,groundwater,,,sand and gravel,,,,,,YES,21448000,0,21448000,0.058721424,0,19597.69814,13805098.7
IL1210500,Marion,Sandoval (PWS),3/21/19 15:56,2018,565,0,565,0,0,0,0,0,282,0,283,Sandoval,1255,Sandoval,village,1274,municipality,3108212.219,2035953.218,surface water,surface water,reservoir,Carlyle Lake,,,Centralia,IL1214220,3108293.355,2005322.533,YES,0,37525000,37525000,0,0.102737851,25887.04333,27630115.33
IL0374850,DeKalb,Sandwich (PWS),3/29/19 13:20,2018,2670,0,2670,3,60,0,152,60,2375,0,20,Sandwich,533,Sandwich,city,7502,municipality,3240168.685,3137738.049,groundwater,groundwater,,,c-o sandstone,,,,,,NO,,,,,,168372.6089,130019658.3
IL0312790,Cook,Sauk (PWS),4/16/19 9:39,2018,3081,2,3079,0,71,0,0,0,3010,0,0,Sauk,830,Sauk Village,village,10405,municipality,3526778.936,3084748.776,groundwater,groundwater,,,shallow bedrock,,,,,,YES,341105000,0,341105000,0.933894593,0,130025.3357,107008970
IL0150250,Carroll,Savanna (PWS),4/29/19 9:20,2018,1454,0,1454,0,1414,0,0,0,28,5,7,Savanna,422,Savanna,city,3040,municipality,2827145.376,3297130.416,groundwater,groundwater,,,c-o sandstone,,,,,,YES,176679000,0,176679000,0.483720739,0,68785.01684,75006142
IL1170850,Macoupin,Sawyerville (PWS),3/27/19 11:05,2018,217,0,217,0,0,0,0,0,163,0,54,Sawyerville,1197,Sawyerville,village,277,municipality,2914748.606,2204843.006,surface water,surface water,reservoir,Gillespie Lake,,,Gillespie,IL1170400,2912275.132,2220957.999,YES,0,12272000,12272000,0,0.033598905,21029.5049,27613002.53
IL1130950,McLean,Saybrook (PWS),3/17/19 12:01,2018,375,0,375,0,0,0,50,50,75,50,150,Saybrook,924,Saybrook,village,706,municipality,3269749.172,2695167.224,groundwater,groundwater,,,sand and gravel,,,,,,NO,,,,,,28429.43897,22406314.34
IL0850400,Jo Daviess,Scales Mound (PWS),4/5/19 11:36,2018,194,1,193,0,50,0,0,0,100,0,44,Scales Mound,147,Scales Mound,village,373,municipality,2798143.706,3437874.148,groundwater,groundwater,,,mixed shallow bedrock and c-o sandstone,,,,,,YES,14620950,0,14620950,0.040029979,0,13811.51689,6319619.976
IL0314890,Cook,Schaumburg (PWS),3/20/19 10:48,2018,26353,0,26353,0,208,0,0,0,25743,402,0,Schaumburg,681,Schaumburg,village,75603,municipality,3381112.003,3269908.169,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Northwest Suburban Municipal JAWA,IL0315400,3401000,3279000,YES,2772000,3218049000,3220821000,0.007589322,8.810537988,244291.806,534462377.8
IL0312850,Cook,Schiller Park (PWS),4/4/19 14:20,2018,3010,0,3010,200,2705,0,1,0,104,0,0,Schiller Park,760,Schiller Park,village,11904,municipality,3441672.975,3252654.882,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Chicago-North,IL0316000,3493000,3230000,YES,0,590880000,590880000,0,1.617741273,48326.05007,76543075.95
IL1350600,Montgomery,Schram City (PWS),4/4/19 21:01,2018,304,0,304,0,283,0,0,0,1,0,20,Schram City,1147,Schram City,village,622,municipality,3011053.487,2235398.495,surface water,surface water,reservoir,Glen Shoals Lake; Lake Hillsboro,,,Hillsboro,IL1350300,3011318.34,2225953.416,YES,0,13242000,13242000,0,0.03625462,27378.28324,20202336.56
IL1090020,McDonough,Sciota (PWS),4/14/19 16:24,2018,82,0,82,0,0,0,0,0,79,1,2,Sciota,315,Sciota,village,62,municipality,2655045.135,2744732.29,groundwater,groundwater,,,sand and gravel,,Good Hope,IL1090250,2675060.01,2742662.565,YES,0,2895000,2895000,0,0.007926078,12856.83819,8864225.086
IL1310350,Mercer,Seaton (PWS),4/13/19 9:15,2018,100,0,100,0,26,0,33,0,4,0,37,Seaton,432,Seaton,village,216,municipality,2643725.572,2940632.021,groundwater,groundwater,,,shallow bedrock,,,,,,NO,,,,,,26970.26469,43580787
IL0110900,Bureau,Seatonville (PWS),4/15/19 13:48,2018,148,0,148,0,0,0,0,0,70,0,78,Seatonville,515,Seatonville,village,311,municipality,3061747.101,3033305.998,groundwater,groundwater,,,sand and gravel,,,,,,NO,,,,,,20396.87243,13847506.76
IL2030600,Woodford,Secor (PWS),4/2/19 11:34,2018,174,0,174,0,9,5,5,0,0,0,155,Secor,942,Secor,village,370,municipality,3100619.78,2807567.469,groundwater,groundwater,,,sand and gravel,,,,,,YES,11961500,0,11961500,0.032748802,0,16343.74631,8152226.076
IL0991050,LaSalle,Seneca (PWS),4/12/19 14:06,2018,898,0,898,0,0,0,0,0,898,0,0,Seneca,569,Seneca,village,2421,municipality,3243694.357,3015877.658,groundwater,groundwater,,,mixed shallow bedrock and c-o sandstone,,,,,,YES,84690000,0,84690000,0.231868583,0,188208.345,195036643.1
IL0550450,Franklin,Sesser (PWS),3/29/19 15:12,2018,1062,0,1062,0,0,211,31,405,415,0,0,Sesser,77,Sesser,city,1985,municipality,3128583.53,1847130.842,surface water,surface water,reservoir,Rend Lake,,,Rend Lake Inter-City Water System,IL0555100,3156727.94,1832380.974,YES,0,65466048,65466048,0,0.179236271,34123.98004,28007367.1
IL0370450,DeKalb,Shabbona (PWS),4/12/19 11:46,2018,360,0,360,36,0,0,0,0,317,2,5,Shabbona,576,Shabbona,village,932,municipality,3169291.528,3178953.907,groundwater,groundwater,,,sand and gravel,,,,,,YES,29084000,0,29084000,0.079627652,0,35711.7457,22906016.83
IL0150300,Carroll,Shannon (PWS),3/18/19 12:37,2018,400,0,400,0,0,0,50,0,280,0,70,Shannon,466,Shannon,village,765,municipality,2935166.101,3319113.132,groundwater,groundwater,,,c-o sandstone,,,,,,YES,46102400,0,46102400,0.126221492,0,19650.35002,13254532.18
IL0590350,Gallatin,Shawneetown (PWS),4/14/19 10:09,2018,480,0,480,0,130,0,34,0,58,0,258,Shawneetown,137,Shawneetown,city,1272,municipality,3378072.852,1714033.304,groundwater,groundwater,,,sand and gravel,,Saline Valley Conservancy District,IL1655300,3328666.491,1723787.364,YES,0,36299000,36299000,0,0.099381246,24527.96304,18864082.79
IL0110950,Bureau,Sheffield (PWS),4/15/19 13:49,2018,460,0,460,8,0,0,0,0,450,0,2,Sheffield,494,Sheffield,village,948,municipality,2935205.589,3030588.884,groundwater,groundwater,,,sand and gravel,Green River Lowlands,,,,,YES,32276400,0,32276400,0.088367967,0,29532.06465,19636784.55
IL1730300,Shelby,Shelbyville (PWS),5/1/19 9:46,2018,3486,0,3486,0,1236,0,1100,0,600,0,550,Shelbyville,1247,Shelbyville,city,4784,municipality,3196994.13,2325408.198,groundwater,groundwater,,,sand and gravel,,,,,,YES,249332000,0,249332000,0.682633812,0,141556.4937,110633291.2
IL0750800,Iroquois,Sheldon (PWS),4/14/19 16:33,2018,467,0,467,0,47,0,0,0,420,0,0,Sheldon,979,Sheldon,village,1135,municipality,3533037.429,2823641.398,groundwater,groundwater,,,mixed sand and gravel and c-o sandstone,,,,,,YES,50520400,0,50520400,0.138317317,0,21231.04703,20709281.46
IL1310400,Mercer,Sherrard (PWS),5/13/19 9:15,2018,317,317,0,0,150,0,4,0,151,0,12,Sherrard,419,Sherrard,village,681,municipality,2727125.472,3012787.237,groundwater,groundwater,,,shallow bedrock,,,,,,NO,,,,,,57077.66136,31997858.28
IL1170950,Macoupin,Shipman (PWS),5/26/19 8:41,2018,250,0,250,0,250,0,0,0,0,0,0,Shipman,1105,Shipman,town,641,municipality,2846167.415,2220289.792,surface water,surface water,river,Mississippi River,,,Jersey Rural Water Co,IL0835300,2771136.981,2219349.003,NO,,,,,,27027.37231,36633847.32
IL1975080,Will,Shorewood (PWS),3/14/19 11:12,2018,6237,0,6237,0,0,0,0,0,6160,44,33,Shorewood,794,Shorewood,village,15977,municipality,3350739.976,3091740.238,groundwater,groundwater,,,c-o sandstone,,,,,,YES,477134000,0,477134000,1.306321697,0,130308.812,217876770.4
IL0530400,Ford,Sibley (PWS),3/17/19 16:21,2018,170,0,170,0,160,5,0,0,0,0,5,Sibley,963,Sibley,village,268,municipality,3309882.717,2753432.916,groundwater,groundwater,,,sand and gravel,,,,,,YES,8674400,0,8674400,0.023749213,0,20026.68634,14466474.49
IL1830850,Vermilion,Sidell (PWS),4/26/19 20:59,2018,260,0,260,0,0,0,0,0,260,0,0,Sidell,1032,Sidell,village,646,municipality,3467755.96,2510146.551,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,21704000,0,21704000,0.059422313,0,20268.0047,25558771.87
IL0190850,Champaign,Sidney (PWS),3/13/19 15:24,2018,540,0,540,0,0,0,0,0,200,0,340,Sidney,997,Sidney,village,1300,municipality,3397786.416,2550726.264,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,Illinois American - Champaign,IL0195300,3339874.924,2589562.335,YES,0,33760327,33760327,0,0.092430738,41178.37151,17334990.3
IL1730350,Shelby,Sigel (PWS),2/7/19 9:50,2018,185,0,185,0,174,0,1,0,5,0,5,Sigel,1246,Sigel,town,374,municipality,3283321.914,2259576.054,groundwater,groundwater,,,sand and gravel,,,,,,YES,8641650,0,8641650,0.023659548,0,15095.51977,7931082.925
IL1610700,Rock Island,Silvis (PWS),5/23/19 10:18,2018,2590,0,2590,427,0,670,0,0,1332,27,134,Silvis,443,Silvis,city,7386,municipality,2751640.249,3082699.984,groundwater,groundwater,,,mixed shallow bedrock and c-o sandstone,,,,,,YES,244982000,0,244982000,0.670724162,0,87250.03677,114799792.6
IL1910400,Wayne,Sims (PWS),4/1/19 20:40,2018,149,0,149,0,137,0,0,0,0,0,12,Sims,1347,Sims,village,251,municipality,3275136.113,1946445.764,surface water,surface water,mixed reservoir and river,Wayne City Reservoir; Skillet Fork Creek,,,Wayne City,IL1910450,3260318.148,1941693.329,YES,0,6241000,6241000,0,0.017086927,24604.98023,33160838.33
IL0312880,Cook,Skokie (PWS),4/11/19 6:43,2018,17747,0,17747,1239,14808,0,0,0,1700,0,0,Skokie,693,Skokie,village,65194,municipality,3476151.989,3281369.247,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Evanston,IL0310810,3488461.797,3285334.484,YES,0,3068915000,3068915000,0,8.402231348,96773.55713,278221529.1
IL0890750,Kane,Sleepy Hollow (PWS),3/15/19 10:46,2018,1015,0,1015,0,0,0,0,0,1015,0,0,Sleepy Hollow,674,Sleepy Hollow,village,3315,municipality,3320673.121,3298928.075,surface water,surface water,river,Fox River,,,Elgin,IL0894380,3329879.633,3280097.193,YES,0,98848000,98848000,0,0.270631075,47006.13583,56033280.98
IL0050250,Bond,Smithboro (PWS),7/25/19 18:55,2018,72,0,72,0,0,0,0,0,0,0,72,Smithboro,1162,Smithboro,village,173,municipality,3045385.679,2138049.898,surface water,surface water,reservoir,Governor Bond Lake,,,Greenville,IL0050051,3032954.649,2133084.737,NO,,,,,,25088.95843,25552839.35
IL0570850,Fulton,Smithfield (PWS),4/14/19 16:31,2018,120,0,120,0,0,0,0,0,98,2,20,Smithfield,264,Smithfield,village,230,municipality,2780021.646,2711430.248,groundwater,groundwater,,,sand and gravel,,,,,,YES,7925000,0,7925000,0.021697467,0,21117.79123,12819437.59
IL1631300,St. Clair,Smithton (PWS),5/23/19 14:29,2018,1758,0,1758,0,10,0,177,517,703,0,351,Smithton,1043,Smithton,village,3736,municipality,2860030.237,1964305.893,surface water,surface water,river,Mississippi River,,,FSH Water Commission,IL1635300,2878268.65,1960275.293,NO,,,,,,151969.0412,106348378.1
IL0374870,DeKalb,Somonauk (PWS),3/25/19 14:17,2018,737,0,737,0,415,0,0,0,315,0,7,Somonauk,529,Somonauk,village,1970,municipality,3227753.9,3132748.84,groundwater,groundwater,,,c-o sandstone,,,,,,YES,53174000,0,53174000,0.145582478,0,94271.16465,66861370.35
IL0050300,Bond,Sorento (PWS),4/26/19 13:57,2018,234,0,234,0,228,0,0,0,0,0,6,Sorento,1161,Sorento,village,490,municipality,2979448.421,2176308.919,surface water,surface water,river,Mississippi River,,,Three County PWD,IL1195450,2950580.218,2200174.843,YES,0,11268000,11268000,0,0.030850103,18716.46719,14897147.33
IL0312940,Cook,South Chicago Heights (PWS),3/18/19 11:57,2018,1611,0,1611,1408,0,0,0,0,203,0,0,South Chicago Heights,818,South Chicago Heights,village,4006,municipality,3506471.295,3081783.892,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Chicago Heights,IL0310450,3508512.909,3091272.496,YES,0,146411000,146411000,0,0.400851472,43303.83029,44118671.39
IL0890800,Kane,South Elgin (PWS),4/3/19 8:49,2018,8023,0,8023,1,0,2133,28,0,5617,241,3,South Elgin,653,South Elgin,village,22233,municipality,3322114.95,3262712.92,groundwater,groundwater,,,mixed sand and gravel and c-o sandstone,,,,,,YES,673665000,0,673665000,1.844394251,0,183559.2133,197797688.6
IL0312970,Cook,South Holland (PWS),5/24/19 11:36,2018,8505,2,8503,292,30,0,10,0,8155,18,0,South Holland,838,South Holland,village,22006,municipality,3516716.267,3123120.228,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,"Chicago-South, Lansing","IL0316000, IL0311590",,,YES,0,1165810000,1445035000,0,3.19,112858.2712,201182306.7
IL1370400,Morgan,South Jacksonville (PWS),5/6/19 14:42,2018,1520,4,1516,585,200,200,15,300,200,0,20,South Jacksonville,1087,South Jacksonville,village,3245,municipality,2795956.452,2431594.058,mixed,mixed,reservoir,Lake Mauvaise Terre,sand and gravel,Illinois River Alluvial Aquifer,Jacksonville,IL1370200,2795425.942,2441115.106,YES,141672800,113396,141786196,0.387878987,0.000310461,50091.15546,64756462.85
IL1790650,Tazewell,South Pekin (PWS),3/25/19 17:58,2018,7,0,7,0,0,0,2,0,4,1,0,South Pekin,361,South Pekin,village,1151,municipality,2957746.09,2718263.886,groundwater,groundwater,,,sand and gravel,Sankoty Aquifer,Illinois American - Pekin,IL1795040,2958513.194,2744171.445,NO,,,,,,25873.42866,13804186.04
IL1190970,Madison,South Roxana (PWS),4/26/19 15:44,2018,800,0,800,0,0,0,1,0,799,0,0,South Roxana,1203,South Roxana,village,2067,municipality,2839975.896,2107912.185,groundwater,groundwater,,,sand and gravel,American Bottoms,Roxana,IL1190900,2839571.245,2120525.699,YES,0,53852800,53852800,0,0.147440931,68381.43117,43990741.01
IL0630650,Grundy,South Wilmington (PWS),4/12/19 11:46,2018,321,0,321,0,321,0,0,0,0,0,0,South Wilmington,785,South Wilmington,village,687,municipality,3335364.009,2966550.847,groundwater,groundwater,,,mixed sand and gravel and c-o sandstone,,,,,,YES,44600000,0,44600000,0.122108145,0,20765.93272,15486654.06
IL1230200,Marshall,Sparland (PWS),4/15/19 17:17,2018,199,0,199,0,199,0,0,0,0,0,0,Sparland,272,Sparland,village,405,municipality,3016599.049,2911033.25,groundwater,groundwater,,,sand and gravel,,,,,,YES,36410000,0,36410000,0.099685147,0,27718.97386,15797325.06
IL1570600,Randolph,Sparta (PWS),3/26/19 11:04,2018,2625,2,2623,0,904,0,0,0,927,0,794,Sparta,19,Sparta,city,4211,municipality,2934392.067,1868172.614,surface water,surface water,mixed reservoir and river,New City Lake; South City Lake; Kaskaskia River,,,,,,,NO,,,,,,193489.2774,315680922
IL0111000,Bureau,Spring Valley (PWS),4/4/19 14:24,2018,2444,0,2444,0,2087,0,16,0,287,14,40,Spring Valley,557,Spring Valley,city,5595,municipality,3081203.548,3019701.963,groundwater,groundwater,,,c-o sandstone,,,,,,YES,290674000,0,290674000,0.79582204,0,162692.2248,206268471
IL1930450,White,Springerton (PWS),4/1/19 20:44,2018,110,0,110,0,0,0,0,0,21,0,89,Springerton,123,Springerton,village,113,municipality,3327475.575,1880833.178,surface water,surface water,reservoir,Rend Lake,,,Hamilton County Water District,IL0651000,3275150.447,1855856.809,NO,,,,,,9685.04593,3437146.18
IL1671200,Sangamon,Springfield (PWS),4/9/19 17:40,2018,54843,49,54794,70,14242,0,166,39826,490,5,44,Springfield,407,Springfield,city,117433,municipality,2958011.264,2464491.792,surface water,surface water,mixed reservoir and river,Lake Springfield; South Fork Horse Creek,,,,,,,YES,8517432000,0,8517432000,23.31945791,0,1739368.96,1813642789
IL0910700,Kankakee,St Anne (PWS),6/11/19 0:00,2018,531,0,531,0,499,0,1,0,0,3,28,St Anne,977,St. Anne,village,1328,municipality,3489247.966,2914224.65,groundwater,groundwater,,,shallow bedrock,,,,,,YES,69850000,0,69850000,0.191238877,0,43758.81913,21991531.75
IL0950500,Knox,St Augustine (PWS),5/9/19 13:06,2018,71,0,71,0,0,0,0,0,71,0,0,St Augustine,259,St. Augustine,village,119,municipality,2749916.922,2801170.895,groundwater,groundwater,,,shallow bedrock,,,,,,NO,,,,,,18637.25218,17400402.87
IL0894830,Kane,St Charles (PWS),4/8/19 12:59,2018,12509,1,12508,454,9219,0,0,0,2836,0,0,St Charles,658,St. Charles,city,33202,municipality,3324520.402,3237067.718,groundwater,groundwater,,,mixed sand and gravel and c-o sandstone,,,,,,YES,1449341000,0,1449341000,3.968079398,0,276174.9986,412677936
IL0510250,Fayette,St Elmo (PWS),4/3/19 11:42,2018,746,0,746,0,158,0,158,0,112,0,318,St Elmo,1266,St. Elmo,city,1445,municipality,3183059.908,2185778.476,mixed,mixed,mixed reservoir and river,Carlyle Lake; Vandalia Lake; Kaskaskia River,sand and gravel,,Fayette Water Company,IL0510010,3174939.597,2210670.288,YES,0,47874200,47874200,0,0.131072416,52336.03065,26960502.96
IL1010250,Lawrence,St Francisville (PWS),4/1/19 20:45,2018,334,2,332,0,154,0,80,0,0,0,100,St Francisville,1343,St. Francisville,city,794,municipality,3526623.165,2033790.649,groundwater,groundwater,,,mixed sand and gravel and shallow bedrock,,,,,,YES,82843400,0,82843400,0.226812868,0,19808.01713,21474855.76
IL1190950,Madison,St Jacob (PWS),4/9/19 13:16,2018,777,0,777,0,672,0,0,0,0,0,105,St Jacob,1171,St. Jacob,village,1147,municipality,2924258.707,2074410.463,surface water,surface water,mixed reservoir and river,"Mississippi River, Silver Lake",,,"Bond-Madison Water, Highland, Tri-Township Water District","IL0050020, IL1190550, IL1190800",,,NO,,,,,,40731.98423,21204456.16
IL1631200,St. Clair,St Libory (PWS),3/25/19 14:47,2018,238,0,238,0,1,197,0,0,25,0,15,St Libory,1044,St. Libory,village,612,municipality,2939337.525,1945682.039,groundwater,groundwater,,,sand and gravel,,,,,,NO,,,,,,27794.77839,26075586.01
IL0510300,Fayette,St Peter (PWS),4/6/19 10:06,2018,172,0,172,0,0,0,0,0,0,0,172,St Peter,1265,St. Peter,village,357,municipality,3184402.946,2128553.413,mixed,mixed,mixed reservoir and river,Carlyle Lake; Vandalia Lake; Kaskaskia River,sand and gravel,,Fayette Water Company,IL0510010,3174939.597,2210670.288,YES,0,4362200,4362200,0,0.011943053,24918.61536,14355632.38
IL1550300,Putnam,Standard (PWS),3/29/19 10:28,2018,115,0,115,0,0,0,0,0,100,0,15,Standard,558,Standard,village,219,municipality,3087119.395,2993782.309,groundwater,groundwater,,,c-o sandstone,,,,,,YES,9158000,0,9158000,0.025073238,0,21579.50605,19224567.96
IL1131000,McLean,Stanford (PWS),4/14/19 21:23,2018,357,0,357,0,298,0,7,0,32,0,20,Stanford,923,Stanford,village,624,municipality,3076287.088,2695578.652,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,24650300,0,24650300,0.067488843,0,28874.59903,18255196.16
IL1171050,Macoupin,Staunton (PWS),3/25/19 9:37,2018,3289,0,3289,0,0,0,0,0,1151,0,2138,Staunton,1196,Staunton,city,5214,municipality,2917635.479,2180388.733,surface water,surface water,reservoir,Staunton Reservoir,,,,,,,YES,186248000,0,186248000,0.509919233,0,100197.35,85194885.95
IL1570650,Randolph,Steeleville (PWS),4/29/19 14:16,2018,951,0,951,0,0,0,0,0,951,0,0,Steeleville,4,Steeleville,village,2078,municipality,2953472.193,1817148.728,groundwater,groundwater,,,shallow bedrock,,,,,,YES,92906350,0,92906350,0.254363723,0,45843.75628,42145941.66
IL0314860,Cook,Steger (PWS),4/16/19 8:48,2018,3425,270,3155,5,3420,0,0,0,0,0,0,Steger,829,Steger,village,9594,municipality,3508771.657,3076235.441,groundwater,groundwater,,,shallow bedrock,,,,,,YES,234102000,0,234102000,0.640936345,0,73583.909,95403416.36
IL1030450,Lee,Steward (PWS),4/29/19 18:40,2018,111,0,111,0,88,0,23,0,0,0,0,Steward,589,Steward,village,262,municipality,3130107.04,3209013.418,groundwater,groundwater,,,sand and gravel,,,,,,YES,9410400,0,9410400,0.025764271,0,20122.32936,5656665.786
