"","FacilityId","County","FacilityName","Unknown","UnknownNotLead","Flagged","Difference","Flagged2"
"1018","IL1115730","McHenry","Prairie Ridge Association (PWS)",0,0,"No",0,"No"
"1019","IL1115750","McHenry","Wonder Lake Water Company (PWS)",0,0,"No",0,"No"
"1020","IL1115760","McHenry","Lakewood (PWS)",0,0,"No",0,"No"
"1021","IL1115800","McHenry","Util Inc - Walk-Up Woods Water Company (PWS)",0,0,"No",0,"No"
"1022","IL1115850","McHenry","Northern Illinois Utilities, Inc. (PWS)",0,0,"No",0,"No"
"1023","IL1130040","McLean","Bloomington Township PWD West Phase (PWS)",0,3,"No",3,"No"
"1024","IL1130050","McLean","Anchor (PWS)",0,0,"No",0,"No"
"1025","IL1130060","McLean","Northmeadow Village MHP (PWS)",0,0,"No",0,"No"
"1026","IL1130080","McLean","Hilltop MHP (PWS)",0,154,"No",154,"No"
"1027","IL1130100","McLean","Arrowsmith (PWS)",0,0,"No",0,"No"
"1028","IL1130150","McLean","Bellflower (PWS)",-180,145,"Yes",-35,"No"
"1029","IL1130200","McLean","Bloomington (PWS)",-3581,0,"No",-3581,"No"
"1030","IL1130210","McLean","BLM GW MHP, LLC (PWS)",-107,88,"Yes",-19,"No"
"1031","IL1130250","McLean","Carlock (PWS)",0,0,"No",0,"No"
"1032","IL1130300","McLean","Chenoa (PWS)",0,0,"No",0,"No"
"1033","IL1130350","McLean","Colfax (PWS)",0,0,"No",0,"No"
"1034","IL1130400","McLean","Cooksville (PWS)",0,0,"No",0,"No"
"1035","IL1130450","McLean","Danvers (PWS)",0,0,"No",0,"No"
"1036","IL1130500","McLean","Downs (PWS)",0,0,"No",0,"No"
"1037","IL1130550","McLean","Ellsworth (PWS)",0,0,"No",0,"No"
"1038","IL1130600","McLean","Gridley (PWS)",-505,502,"Yes",-3,"No"
"1039","IL1130650","McLean","Heyworth (PWS)",0,4,"No",4,"No"
"1040","IL1130700","McLean","Hudson (PWS)",0,0,"No",0,"No"
"1041","IL1130750","McLean","Le Roy (PWS)",-2,0,"No",-2,"No"
"1042","IL1130800","McLean","Lexington (PWS)",0,0,"No",0,"No"
"1043","IL1130850","McLean","Mc Lean (PWS)",11,0,"No",11,"No"
"1044","IL1130900","McLean","Normal (PWS)",-847,0,"No",-847,"No"
"1045","IL1130950","McLean","Saybrook (PWS)",50,-25,"No",25,"No"
"1046","IL1131000","McLean","Stanford (PWS)",0,0,"No",0,"No"
"1047","IL1131050","McLean","Towanda (PWS)",116,-116,"No",0,"No"
"1048","IL1135120","McLean","Bloomington Township PWD - Crestwicke (PWS)",0,2,"No",2,"No"
"1049","IL1135130","McLean","Willow Creek North MHP (PWS)",0,0,"No",0,"No"
"1050","IL1135140","McLean","Spin Lake Homeowners Association, Inc. (PWS)",0,0,"No",0,"No"
"1051","IL1135150","McLean","Cropsey Community Water (PWS)",-35,0,"No",-35,"No"
"1052","IL1135250","McLean","Indian Creek Homeowners And Water Assn. (PWS)",-88,0,"No",-88,"No"
"1053","IL1135265","McLean","Westwind Estates (PWS)",0,0,"No",0,"No"
"1054","IL1135385","McLean","Country Lane MHP (PWS)",-3,0,"No",-3,"No"
"1055","IL1135510","McLean","Illinois State University-Normal (PWS)",1,0,"No",1,"No"
"1056","IL1135689","McLean","Meadows Mennonite Home (PWS)",0,0,"No",0,"No"
"1057","IL1135785","McLean","Meadows Of Bloomington MHP (PWS)",-241,241,"Yes",0,"Yes"
"1058","IL1150020","Macon","Boody Community Water Company (PWS)",0,0,"No",0,"No"
"1059","IL1150050","Macon","Argenta (PWS)",0,0,"No",0,"No"
"1060","IL1150100","Macon","Blue Mound (PWS)",-12,0,"No",-12,"No"
"1061","IL1150150","Macon","Decatur (PWS)",165,0,"No",165,"No"
"1062","IL1150200","Macon","Forsyth (PWS)",0,0,"No",0,"No"
"1063","IL1150210","Macon","Harristown (PWS)",0,0,"No",0,"No"
"1064","IL1150250","Macon","Macon (PWS)",-93,0,"No",-93,"No"
"1065","IL1150300","Macon","Maroa (PWS)",-49,0,"No",-49,"No"
"1066","IL1150350","Macon","Mount Zion (PWS)",0,0,"No",0,"No"
"1067","IL1150400","Macon","Niantic (PWS)",0,0,"No",0,"No"
"1068","IL1150450","Macon","Oreana (PWS)",0,0,"No",0,"No"
"1069","IL1150500","Macon","Warrensburg (PWS)",0,0,"No",0,"No"
"1070","IL1155150","Macon","Long Creek Township PWS (PWS)",0,0,"No",0,"No"
"1071","IL1170010","Macoupin","Scottville Rural Water Company, Inc. (PWS)",0,40,"No",40,"No"
"1072","IL1170030","Macoupin","Kaho Public Water District (PWS)",0,0,"No",0,"No"
"1073","IL1170040","Macoupin","Central Macoupin County RWD (PWS)",0,0,"No",0,"No"
"1074","IL1170050","Macoupin","Benld (PWS)",-1,0,"No",-1,"No"
"1075","IL1170060","Macoupin","South Palmyra Water Commission (PWS)",0,0,"No",0,"No"
"1076","IL1170100","Macoupin","Bunker Hill (PWS)",-25,0,"No",-25,"No"
"1077","IL1170150","Macoupin","Carlinville (PWS)",-1382,0,"No",-1382,"No"
"1078","IL1170200","Macoupin","Chesterfield (PWS)",0,0,"No",0,"No"
"1079","IL1170250","Macoupin","Dorchester (PWS)",0,0,"No",0,"No"
"1080","IL1170300","Macoupin","Eagarville (PWS)",0,0,"No",0,"No"
"1081","IL1170400","Macoupin","Gillespie (PWS)",100,-100,"No",0,"No"
"1082","IL1170450","Macoupin","Girard (PWS)",0,0,"No",0,"No"
"1083","IL1170500","Macoupin","Hettick (PWS)",-3,0,"No",-3,"No"
"1084","IL1170550","Macoupin","Medora (PWS)",0,0,"No",0,"No"
"1085","IL1170600","Macoupin","Modesto (PWS)",-14,0,"No",-14,"No"
"1086","IL1170650","Macoupin","Mount Clare (PWS)",0,0,"No",0,"No"
"1087","IL1170700","Macoupin","Mount Olive (PWS)",0,0,"No",0,"No"
"1088","IL1170750","Macoupin","Nilwood (PWS)",-37,0,"No",-37,"No"
"1089","IL1170800","Macoupin","Palmyra (PWS)",0,-25,"No",-25,"No"
"1090","IL1170830","Macoupin","Royal Lakes (PWS)",0,0,"No",0,"No"
"1091","IL1170850","Macoupin","Sawyerville (PWS)",0,0,"No",0,"No"
"1092","IL1170950","Macoupin","Shipman (PWS)",-15,0,"No",-15,"No"
"1093","IL1171050","Macoupin","Staunton (PWS)",0,0,"No",0,"No"
"1094","IL1171100","Macoupin","Virden (PWS)",-1726,553,"Yes",-1173,"No"
"1095","IL1171150","Macoupin","White City (PWS)",0,0,"No",0,"No"
"1096","IL1171200","Macoupin","Wilsonville (PWS)",0,0,"No",0,"No"
"1097","IL1174160","Macoupin","Brighton (PWS)",7,-21,"No",-14,"No"
"1098","IL1175100","Macoupin","Lake Williamson Christian Center (PWS)",0,0,"No",0,"No"
"1099","IL1175150","Macoupin","Palmyra-Modesto Water Commission (PWS)",0,0,"No",0,"No"
"1100","IL1175200","Macoupin","Otter Lake Water Commission PWS",0,211,"No",211,"No"
"1101","IL1190030","Madison","Country Hills Water, Inc. (PWS)",0,0,"No",0,"No"
"1102","IL1190050","Madison","Alhambra (PWS)",0,0,"No",0,"No"
"1103","IL1190080","Madison","Tritownship Water District (PWS)",10,0,"No",10,"No"
"1104","IL1190110","Madison","Meridian Village (PWS)",0,0,"No",0,"No"
"1105","IL1190120","Madison","Lakeshore Estates MHP (PWS)",0,0,"No",0,"No"
"1106","IL1190150","Madison","Bethalto (PWS)",0,0,"No",0,"No"
"1107","IL1190200","Madison","East Alton (PWS)",0,0,"No",0,"No"
"1108","IL1190250","Madison","Edwardsville (PWS)",-43,0,"No",-43,"No"
"1109","IL1190260","Madison","University Flats MHP (PWS)",0,0,"No",0,"No"
"1110","IL1190300","Madison","Glen Carbon (PWS)",-675,675,"Yes",0,"Yes"
"1111","IL1190350","Madison","Grantfork (PWS)",-716,679,"Yes",-37,"No"
"1112","IL1190450","Madison","Hamel (PWS)",0,0,"No",0,"No"
"1113","IL1190500","Madison","Hartford (PWS)",0,0,"No",0,"No"
"1114","IL1190550","Madison","Highland (PWS)",101,-101,"No",0,"No"
"1115","IL1190600","Madison","Livingston (PWS)",0,0,"No",0,"No"
"1116","IL1190700","Madison","Marine (PWS)",-254,213,"Yes",-41,"No"
"1117","IL1190750","Madison","Maryville (PWS)",0,0,"No",0,"No"
"1118","IL1190900","Madison","Roxana (PWS)",0,0,"No",0,"No"
"1119","IL1190950","Madison","St Jacob (PWS)",-5,0,"No",-5,"No"
"1120","IL1190970","Madison","South Roxana (PWS)",0,0,"No",0,"No"
"1121","IL1191000","Madison","Troy (PWS)",-10,0,"No",-10,"No"
"1122","IL1191150","Madison","Wood River (PWS)",0,0,"No",0,"No"
"1123","IL1191200","Madison","Worden (PWS)",0,0,"No",0,"No"
"1124","IL1194280","Madison","Collinsville (PWS)",0,0,"No",0,"No"
"1125","IL1194760","Madison","Pierron (PWS)",-12,0,"No",-12,"No"
"1126","IL1195030","Madison","Illinois American - Granite City (PWS)",-14624,12876,"Yes",-1748,"No"
"1127","IL1195110","Madison","Holiday Shores Sd (PWS)",0,0,"No",0,"No"
"1128","IL1195150","Madison","Illinois American - Alton (PWS)",-12192,20575,"Yes",8383,"No"
"1129","IL1195160","Madison","Enchanted Village (PWS)",-15,0,"No",-15,"No"
"1130","IL1195180","Madison","Oak Grove MHP - Madison County (PWS)",-30,0,"No",-30,"No"
"1131","IL1195200","Madison","Meadowbrook PWD (PWS)",-2,0,"No",-2,"No"
"1132","IL1195210","Madison","Mitchell PWD (PWS)",-60,0,"No",-60,"No"
"1133","IL1195220","Madison","Fosterburg PWD (PWS)",0,0,"No",0,"No"
"1134","IL1195250","Madison","Moro PWD (PWS)",0,0,"No",0,"No"
"1135","IL1195280","Madison","North East Central PWD (PWS)",0,0,"No",0,"No"
"1136","IL1195300","Madison","Pontoon Beach PWD (PWS)",-76,49,"Yes",-27,"No"
"1137","IL1195450","Madison","Three County PWD (PWS)",-5,0,"No",-5,"No"
"1138","IL1195550","Madison","Southern Illinois University - Edwardsville (PWS)",0,0,"No",0,"No"
"1139","IL1210020","Marion","FMC Water Company (PWS)",-29,0,"No",-29,"No"
"1140","IL1210030","Marion","North East Marion County Water Company (PWS)",0,0,"No",0,"No"
"1141","IL1210050","Marion","Alma (PWS)",0,0,"No",0,"No"
"1142","IL1210150","Marion","Iuka (PWS)",-5,0,"No",-5,"No"
"1143","IL1210200","Marion","Junction City (PWS)",-4,0,"No",-4,"No"
"1144","IL1210300","Marion","Kinmundy (PWS)",109,0,"No",109,"No"
"1145","IL1210350","Marion","Odin (PWS)",-13,0,"No",-13,"No"
"1146","IL1210400","Marion","Patoka (PWS)",-5,0,"No",-5,"No"
"1147","IL1210450","Marion","Salem (PWS)",3218,-3237,"No",-19,"No"
"1148","IL1210500","Marion","Sandoval (PWS)",0,28,"No",28,"No"
"1149","IL1210550","Marion","Vernon (PWS)",-5,0,"No",-5,"No"
"1150","IL1210600","Marion","Walnut Hill (PWS)",-34,0,"No",-34,"No"
"1151","IL1214220","Marion","Centralia (PWS)",0,0,"No",0,"No"
"1152","IL1214920","Marion","Wamac (PWS)",-5,0,"No",-5,"No"
"1153","IL1215100","Marion","Raccoon Water Company (PWS)",-19,0,"No",-19,"No"
"1154","IL1215510","Marion","W G Murray Development Center (PWS)",0,0,"No",0,"No"
"1155","IL1230050","Marshall","Henry (PWS)",0,0,"No",0,"No"
"1156","IL1230100","Marshall","Lacon (PWS)",-1,0,"No",-1,"No"
"1157","IL1230150","Marshall","La Rose (PWS)",0,0,"No",0,"No"
"1158","IL1230200","Marshall","Sparland (PWS)",0,0,"No",0,"No"
"1159","IL1230250","Marshall","Toluca (PWS)",-152,0,"No",-152,"No"
"1160","IL1230300","Marshall","Varna (PWS)",0,0,"No",0,"No"
"1161","IL1234950","Marshall","Wenona (PWS)",-2,0,"No",-2,"No"
"1162","IL1235100","Marshall","Camp Grove (PWS)",0,0,"No",0,"No"
"1163","IL1235125","Marshall","Autumn Ridge Estates (PWS)",0,0,"No",0,"No"
"1164","IL1235150","Marshall","Hopewell (PWS)",-20,20,"Yes",0,"Yes"
"1165","IL1235200","Marshall","Util Inc - Lake Wildwood Utilities Corp (PWS)",0,0,"No",0,"No"
"1166","IL1250010","Mason","Forest City (PWS)",0,0,"No",0,"No"
"1167","IL1250100","Mason","Easton (PWS)",0,0,"No",0,"No"
"1168","IL1250200","Mason","Havana (PWS)",0,0,"No",0,"No"
"1169","IL1250300","Mason","Manito (PWS)",0,0,"No",0,"No"
"1170","IL1250350","Mason","Mason City (PWS)",113,-151,"No",-38,"No"
"1171","IL1254840","Mason","San Jose (PWS)",0,-93,"No",-93,"No"
"1172","IL1270050","Massac","Brookport (PWS)",-370,336,"Yes",-34,"No"
"1173","IL1270100","Massac","Joppa (PWS)",-190,176,"Yes",-14,"No"
"1174","IL1270150","Massac","Metropolis (PWS)",0,0,"No",0,"No"
"1175","IL1275050","Massac","Fort Massac PWD (PWS)",0,0,"No",0,"No"
"1176","IL1290010","Menard","Menard Rural Water Coop (PWS)",0,0,"No",0,"No"
"1177","IL1290050","Menard","Athens (PWS)",0,0,"No",0,"No"
"1178","IL1290100","Menard","Greenview (PWS)",0,0,"No",0,"No"
"1179","IL1290150","Menard","Oakford (PWS)",-129,0,"No",-129,"No"
"1180","IL1290200","Menard","Petersburg (PWS)",0,-2,"No",-2,"No"
"1181","IL1290250","Menard","Tallula (PWS)",0,100,"No",100,"No"
"1182","IL1295100","Menard","Old Salem Chautauqua (PWS)",0,0,"No",0,"No"
"1183","IL1310050","Mercer","Aledo (PWS)",-723,723,"Yes",0,"Yes"
"1184","IL1310100","Mercer","Joy (PWS)",0,0,"No",0,"No"
"1185","IL1310150","Mercer","Keithsburg (PWS)",-10,40,"Yes",30,"No"
"1186","IL1310200","Mercer","Matherville (PWS)",0,0,"No",0,"No"
"1187","IL1310250","Mercer","New Boston (PWS)",-2,14,"Yes",12,"No"
"1188","IL1310300","Mercer","North Henderson (PWS)",-13,13,"Yes",0,"Yes"
"1189","IL1310350","Mercer","Seaton (PWS)",37,0,"No",37,"No"
"1190","IL1310400","Mercer","Sherrard (PWS)",0,0,"No",0,"No"
"1191","IL1310450","Mercer","Viola (PWS)",0,0,"No",0,"No"
"1192","IL1310500","Mercer","New Windsor (PWS)",0,0,"No",0,"No"
"1193","IL1315050","Mercer","Fyre Lake Water Company (PWS)",0,0,"No",0,"No"
"1194","IL1315150","Mercer","M C L W System, Inc. (PWS)",0,0,"No",0,"No"
"1195","IL1315200","Mercer","Swedona Water Association (PWS)",0,0,"No",0,"No"
"1196","IL1315300","Mercer","Unity Water Corporation (PWS)",0,0,"No",0,"No"
"1197","IL1330020","Monroe","Fountain Water District (PWS)",0,0,"No",0,"No"
"1198","IL1330050","Monroe","Columbia (PWS)",-3658,3470,"Yes",-188,"No"
"1199","IL1330150","Monroe","Hecker (PWS)",0,0,"No",0,"No"
"1200","IL1330200","Monroe","Maeystown (PWS)",-7,0,"No",-7,"No"
"1201","IL1330250","Monroe","Valmeyer (PWS)",0,0,"No",0,"No"
"1202","IL1330300","Monroe","Waterloo (PWS)",-1571,1571,"Yes",0,"Yes"
"1203","IL1350010","Montgomery","Henderson PWD (PWS)",0,0,"No",0,"No"
"1204","IL1350020","Montgomery","Montgomery County Water Company (PWS)",0,0,"No",0,"No"
"1205","IL1350050","Montgomery","Butler (PWS)",0,0,"No",0,"No"
"1206","IL1350100","Montgomery","Coalton (PWS)",0,0,"No",0,"No"
"1207","IL1350150","Montgomery","Coffeen (PWS)",-25,0,"No",-25,"No"
"1208","IL1350200","Montgomery","Farmersville (PWS)",0,-2,"No",-2,"No"
"1209","IL1350250","Montgomery","Fillmore (PWS)",0,0,"No",0,"No"
"1210","IL1350300","Montgomery","Hillsboro (PWS)",-39,0,"No",-39,"No"
"1211","IL1350350","Montgomery","Irving (PWS)",0,0,"No",0,"No"
"1212","IL1350400","Montgomery","Litchfield (PWS)",0,0,"No",0,"No"
"1213","IL1350450","Montgomery","Nokomis (PWS)",74,0,"No",74,"No"
"1214","IL1350550","Montgomery","Raymond (PWS)",0,0,"No",0,"No"
"1215","IL1350600","Montgomery","Schram City (PWS)",-3,0,"No",-3,"No"
"1216","IL1350650","Montgomery","Taylor Springs (PWS)",0,-2,"No",-2,"No"
"1217","IL1350700","Montgomery","Waggoner (PWS)",0,-2,"No",-2,"No"
"1218","IL1350850","Montgomery","Witt (PWS)",119,0,"No",119,"No"
"1219","IL1354500","Montgomery","Harvel (PWS)",0,0,"No",0,"No"
"1220","IL1370010","Morgan","West Morgan Water Corporation (PWS)",0,0,"No",0,"No"
"1221","IL1370020","Morgan","Alexander Water District (PWS)",0,-1,"No",-1,"No"
"1222","IL1370030","Morgan","SMG Water Coop (PWS)",-40,38,"Yes",-2,"No"
"1223","IL1370040","Morgan","Apple Creek Water Coop (PWS)",0,0,"No",0,"No"
"1224","IL1370050","Morgan","Chapin (PWS)",-2,0,"No",-2,"No"
"1225","IL1370100","Morgan","Concord (PWS)",0,0,"No",0,"No"
"1226","IL1370150","Morgan","Franklin (PWS)",0,4,"No",4,"No"
"1227","IL1370200","Morgan","Jacksonville (PWS)",-2247,0,"No",-2247,"No"
"1228","IL1370250","Morgan","Lynnville (PWS)",0,0,"No",0,"No"
"1229","IL1370300","Morgan","Meredosia (PWS)",0,0,"No",0,"No"
"1230","IL1370400","Morgan","South Jacksonville (PWS)",3,0,"No",3,"No"
"1231","IL1370450","Morgan","Waverly (PWS)",-6,0,"No",-6,"No"
"1232","IL1375050","Morgan","North Morgan Water Coop (PWS)",-36,33,"Yes",-3,"No"
"1233","IL1375150","Morgan","Murrayville-Woodson Water Commission (PWS)",-57,51,"Yes",-6,"No"
"1234","IL1390100","Moultrie","Bethany (PWS)",0,-24,"No",-24,"No"
"1235","IL1390150","Moultrie","Dalton City (PWS)",-11,0,"No",-11,"No"
"1236","IL1390250","Moultrie","Lovington (PWS)",0,0,"No",0,"No"
"1237","IL1390300","Moultrie","Sullivan (PWS)",0,1,"No",1,"No"
"1238","IL1394040","Moultrie","Arthur (PWS)",-82,0,"No",-82,"No"
"1239","IL1395150","Moultrie","Moultrie County RWD (PWS)",0,0,"No",0,"No"
"1240","IL1395199","Moultrie","Mason Point (PWS)",0,0,"No",0,"No"
"1241","IL1410030","Ogle","Davis Junction (PWS)",0,0,"No",0,"No"
"1242","IL1410100","Ogle","Byron (PWS)",0,0,"No",0,"No"
"1243","IL1410150","Ogle","Creston (PWS)",-20,0,"No",-20,"No"
"1244","IL1410200","Ogle","Forreston (PWS)",243,0,"No",243,"No"
"1245","IL1410250","Ogle","Hillcrest (PWS)",0,0,"No",0,"No"
"1246","IL1410300","Ogle","Leaf River (PWS)",0,0,"No",0,"No"
"1247","IL1410350","Ogle","Mount Morris (PWS)",0,0,"No",0,"No"
"1248","IL1410400","Ogle","Oregon (PWS)",330,0,"No",330,"No"
"1249","IL1410450","Ogle","Polo (PWS)",-23,0,"No",-23,"No"
"1250","IL1410500","Ogle","Rochelle (PWS)",0,0,"No",0,"No"
"1251","IL1410550","Ogle","Stillman Valley (PWS)",0,0,"No",0,"No"
"1252","IL1415050","Ogle","Aqua Illinois - Woodlawn (PWS)",0,0,"No",0,"No"
"1253","IL1415100","Ogle","Lost Lake Utility District (PWS)",0,0,"No",0,"No"
"1254","IL1415165","Ogle","Meridian MHP (PWS)",0,0,"No",0,"No"
"1255","IL1415185","Ogle","Mount Morris Estates MHP (PWS)",0,0,"No",0,"No"
"1256","IL1415220","Ogle","Country View Estates Subdivision (PWS)",0,0,"No",0,"No"
"1257","IL1415245","Ogle","Rolling Green Estates MHP (PWS)",0,0,"No",0,"No"
"1258","IL1415250","Ogle","Knolls Edge Subdivision (PWS)",0,0,"No",0,"No"
"1259","IL1415265","Ogle","Rolling Meadows MHP (PWS)",0,0,"No",0,"No"
"1260","IL1415285","Ogle","Shangri-La MHP (PWS)",0,0,"No",0,"No"
"1261","IL1415300","Ogle","Lindenwood Water Association (PWS)",0,0,"No",0,"No"
"1262","IL1415330","Ogle","Aqua Illinois - Nordic Woods (PWS)",0,0,"No",0,"No"
"1263","IL1415350","Ogle","Rockvale Corporation (PWS)",0,0,"No",0,"No"
"1264","IL1430020","Peoria","Limestone-Walters PWD (PWS)",0,0,"No",0,"No"
"1265","IL1430030","Peoria","T-L Rural Water District (PWS)",0,0,"No",0,"No"
"1266","IL1430040","Peoria","Royal Oaks Estates (PWS)",0,0,"No",0,"No"
"1267","IL1430060","Peoria","Four Seasons MHP (PWS)",0,0,"No",0,"No"
"1268","IL1430070","Peoria","Deluxe Lake Estates MHP (PWS)",0,0,"No",0,"No"
"1269","IL1430080","Peoria","Buffalo Hollow Farms Water Association (PWS)",0,0,"No",0,"No"
"1270","IL1430150","Peoria","Brimfield (PWS)",-5,0,"No",-5,"No"
"1271","IL1430200","Peoria","Chillicothe (PWS)",2,0,"No",2,"No"
"1272","IL1430250","Peoria","Dunlap (PWS)",0,0,"No",0,"No"
"1273","IL1430300","Peoria","Elmwood (PWS)",0,1,"No",1,"No"
"1274","IL1430350","Peoria","Illinois American - Glasford (PWS)",0,0,"No",0,"No"
"1275","IL1430400","Peoria","Hanna City (PWS)",0,0,"No",0,"No"
"1276","IL1430450","Peoria","Kingston Mines (PWS)",0,0,"No",0,"No"
"1277","IL1430500","Peoria","Mapleton (PWS)",0,0,"No",0,"No"
"1278","IL1430750","Peoria","Princeville (PWS)",0,0,"No",0,"No"
"1279","IL1434750","Peoria","Peoria Heights (PWS)",-4,0,"No",-4,"No"
"1280","IL1435030","Peoria","Illinois American - Peoria (PWS)",-28830,22308,"Yes",-6522,"No"
"1281","IL1435150","Peoria","Edelstein Water Coop (PWS)",0,48,"No",48,"No"
"1282","IL1435170","Peoria","Fawn Hills Subdivision (PWS)",0,0,"No",0,"No"
"1283","IL1435220","Peoria","Jubilee Water Company, Inc. (PWS)",0,0,"No",0,"No"
"1284","IL1435245","Peoria","Esquire Estates MHP (PWS)",0,0,"No",0,"No"
"1285","IL1435470","Peoria","Pleasant Valley PWD (PWS)",0,0,"No",0,"No"
"1286","IL1435490","Peoria","Santa Fe Estates Water Association (PWS)",0,0,"No",0,"No"
"1287","IL1435750","Peoria","Fox Creek Farms Water Company (PWS)",-1,0,"No",-1,"No"
"1288","IL1450050","Perry","Cutler (PWS)",-4,0,"No",-4,"No"
"1289","IL1450100","Perry","Duquoin (PWS)",-2,0,"No",-2,"No"
"1290","IL1450150","Perry","Pinckneyville (PWS)",0,0,"No",0,"No"
"1291","IL1450250","Perry","Tamaroa (PWS)",-1,0,"No",-1,"No"
"1292","IL1450300","Perry","Willisville (PWS)",0,0,"No",0,"No"
"1293","IL1470050","Piatt","Bement (PWS)",-1,0,"No",-1,"No"
"1294","IL1470100","Piatt","Cerro Gordo (PWS)",-12,0,"No",-12,"No"
"1295","IL1470150","Piatt","Cisco (PWS)",-11,0,"No",-11,"No"
"1296","IL1470200","Piatt","De Land (PWS)",-18,0,"No",-18,"No"
"1297","IL1470250","Piatt","Hammond (PWS)",-45,0,"No",-45,"No"
"1298","IL1470300","Piatt","Mansfield (PWS)",0,0,"No",0,"No"
"1299","IL1470350","Piatt","Monticello (PWS)",122,0,"No",122,"No"
"1300","IL1475050","Piatt","White Heath Waterworks (PWS)",0,0,"No",0,"No"
"1301","IL1490050","Pike","Barry (PWS)",0,0,"No",0,"No"
"1302","IL1490100","Pike","Baylis (PWS)",0,0,"No",0,"No"
"1303","IL1490300","Pike","Griggsville-Wtp (PWS)",0,0,"No",0,"No"
"1304","IL1490350","Pike","Hull (PWS)",0,0,"No",0,"No"
"1305","IL1490400","Pike","Kinderhook (PWS)",0,0,"No",0,"No"
"1306","IL1490450","Pike","Milton (PWS)",0,0,"No",0,"No"
"1307","IL1490500","Pike","Nebo (PWS)",-88,50,"Yes",-38,"No"
"1308","IL1490550","Pike","New Canton (PWS)",0,0,"No",0,"No"
"1309","IL1490650","Pike","Pearl (PWS)",0,0,"No",0,"No"
"1310","IL1490700","Pike","Perry (PWS)",0,0,"No",0,"No"
"1311","IL1490750","Pike","Pittsfield (PWS)",0,0,"No",0,"No"
"1312","IL1490800","Pike","Pleasant Hill (PWS)",0,-7,"No",-7,"No"
"1313","IL1495000","Pike","Pike County Pwd 1 (PWS)",0,0,"No",0,"No"
"1314","IL1510100","Pope","Golconda (PWS)",-291,0,"No",-291,"No"
"1315","IL1515050","Pope","Millstone Pwd (PWS)",0,0,"No",0,"No"
"1316","IL1530050","Pulaski","Karnak (PWS)",-228,0,"No",-228,"No"
"1317","IL1530100","Pulaski","Mound City (PWS)",0,0,"No",0,"No"
"1318","IL1530150","Pulaski","Mounds (PWS)",0,0,"No",0,"No"
"1319","IL1530250","Pulaski","Olmsted (PWS)",0,0,"No",0,"No"
"1320","IL1530300","Pulaski","Pulaski (PWS)",-5,0,"No",-5,"No"
"1321","IL1530350","Pulaski","Ullin (PWS)",-75,0,"No",-75,"No"
"1322","IL1550010","Putnam","Oak Park Estates (PWS)",0,0,"No",0,"No"
"1323","IL1550050","Putnam","Granville (PWS)",0,0,"No",0,"No"
"1324","IL1550150","Putnam","Mcnabb (PWS)",0,0,"No",0,"No"
"1325","IL1550200","Putnam","Magnolia (PWS)",0,0,"No",0,"No"
"1326","IL1550250","Putnam","Mark (PWS)",0,0,"No",0,"No"
"1327","IL1550300","Putnam","Standard (PWS)",0,0,"No",0,"No"
"1328","IL1555050","Putnam","Lake Thunderbird Subdivsion (PWS)",0,0,"No",0,"No"
"1329","IL1555100","Putnam","Hennepin PWD (PWS)",0,0,"No",0,"No"
"1330","IL1570010","Randolph","Egyptian Water Company (PWS)",0,0,"No",0,"No"
"1331","IL1570050","Randolph","Baldwin (PWS)",0,0,"No",0,"No"
"1332","IL1570100","Randolph","Chester (PWS)",-13,0,"No",-13,"No"
"1333","IL1570150","Randolph","Coulterville (PWS)",-2,52,"Yes",50,"No"
"1334","IL1570200","Randolph","Ellis Grove (PWS)",0,0,"No",0,"No"
"1335","IL1570250","Randolph","Evansville-Wtp (PWS)",-5,0,"No",-5,"No"
"1336","IL1570350","Randolph","Percy (PWS)",0,0,"No",0,"No"
"1337","IL1570400","Randolph","Prairie Du Rocher (PWS)",0,0,"No",0,"No"
"1338","IL1570450","Randolph","Red Bud (PWS)",0,0,"No",0,"No"
"1339","IL1570550","Randolph","Ruma (PWS)",0,0,"No",0,"No"
"1340","IL1570600","Randolph","Sparta (PWS)",-4,0,"No",-4,"No"
"1341","IL1570650","Randolph","Steeleville (PWS)",0,0,"No",0,"No"
"1342","IL1570700","Randolph","Tilden (PWS)",0,0,"No",0,"No"
"1343","IL1590050","Richland","Calhoun (PWS)",0,0,"No",0,"No"
"1344","IL1590100","Richland","Claremont (PWS)",-12,7,"Yes",-5,"No"
"1345","IL1590150","Richland","Noble (PWS)",0,0,"No",0,"No"
"1346","IL1590200","Richland","Olney (PWS)",-1999,0,"No",-1999,"No"
"1347","IL1590220","Richland","Acorn Acres MHP (PWS)",0,0,"No",0,"No"
"1348","IL1590250","Richland","Parkersburg (PWS)",0,0,"No",0,"No"
"1349","IL1595050","Richland","West Liberty-Dundas Water District (PWS)",-213,0,"No",-213,"No"
"1350","IL1610050","Rock Island","Andalusia (PWS)",0,0,"No",0,"No"
"1351","IL1610090","Rock Island","Arrow Head Ranch (PWS)",0,0,"No",0,"No"
"1352","IL1610100","Rock Island","Carbon Cliff (PWS)",-694,0,"No",-694,"No"
"1353","IL1610120","Rock Island","ILCV Candle MHP, LLC (PWS)",0,0,"No",0,"No"
"1354","IL1610130","Rock Island","Hidden Meadows (PWS)",0,0,"No",0,"No"
"1355","IL1610140","Rock Island","East End Water Association (PWS)",0,0,"No",0,"No"
